,id,original_title,release_date,genres,vote_count,language
4144,3766,The Lady from Shanghai,1947-12-24,"['Crime', 'Drama', 'Mystery']",102,English
4145,18616,No Man's Land: The Rise of Reeker,2008-05-01,"['Horror', 'Thriller']",27,English
4146,18808,Highway,2002-01-01,"['Action', 'Adventure', 'Drama']",37,English
4147,95755,Small Apartments,2012-03-10,"['Comedy', 'Crime']",50,English
4148,198062,Coffee Town,2013-07-09,['Comedy'],45,English
4149,188652,The Ghastly Love of Johnny X,2013-04-26,"['Comedy', 'Fantasy', 'Music']",8,English
4150,174311,All Is Bright,2013-09-10,"['Comedy', 'Drama']",36,English
4151,12602,Die Schlangengrube und das Pendel,1967-10-05,"['Mystery', 'Horror', 'History']",12,German
4152,153795,Straight A's,2013-01-16,"['Comedy', 'Drama']",46,English
4153,17768,A Funny Thing Happened on the Way to the Forum,1966-10-16,"['Comedy', 'Music']",24,English
4154,13516,Slacker Uprising,2007-09-27,['Documentary'],10,English
4155,98549,The Legend of Hell's Gate: An American Conspiracy,2011-03-03,"['Action', 'Adventure', 'History', 'Western']",8,English
4156,312793,Walking with the Dead,2015-03-20,"['Science Fiction', 'Comedy']",35,English
4157,309919,The Curse of Downers Grove,2015-08-21,"['Thriller', 'Mystery', 'Horror', 'Drama']",24,English
4158,299553,Shark Lake,2015-10-02,['Thriller'],19,English
4159,21309,River's Edge,1986-08-27,"['Crime', 'Drama']",59,English
4160,32235,Northfork,2003-01-01,"['Fantasy', 'Drama', 'Science Fiction']",24,English
4161,329540,The Marine 4: Moving Target,2015-04-10,"['Thriller', 'Action']",49,English
4162,26388,Buried,2010-09-24,"['Drama', 'Thriller', 'Mystery']",827,English
4163,49020,Submarine,2011-03-18,"['Drama', 'Comedy', 'Romance']",443,English
4164,159037,The Square,2013-06-07,"['Documentary', 'Drama', 'History']",55,Arabic
4165,12838,Chacun sa nuit,2006-07-21,['Drama'],12,French
4166,157293,एबीसीडी,2013-02-07,"['Drama', 'Music']",10,Hindi
4167,14048,Man on Wire,2008-07-25,"['Thriller', 'Documentary', 'Crime', 'History']",275,English
4168,356987,Abandoned,2015-08-30,"['Drama', 'Thriller']",27,English
4169,295886,Brotherly Love,2015-04-24,['Drama'],21,English
4170,38358,The Last Exorcism,2010-08-27,"['Horror', 'Drama', 'Thriller']",328,English
4171,33511,Nowhere Boy,2009-12-25,['Drama'],244,English
4172,702,A Streetcar Named Desire,1951-09-18,['Drama'],281,English
4173,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,"['Drama', 'Comedy', 'War']",1442,English
4174,542,El Crimen del Padre Amaro,2002-10-01,"['Drama', 'Romance']",36,Spanish
4175,84175,Beasts of the Southern Wild,2012-06-29,"['Drama', 'Fantasy']",403,English
4176,1705,Battle for the Planet of the Apes,1973-06-15,"['Action', 'Science Fiction']",215,English
4177,62677,Songcatcher,2001-03-01,"['Drama', 'Music']",9,English
4178,50875,Higher Ground,2011-08-26,"['Drama', 'Thriller']",14,English
4179,260778,வாலு,2015-08-14,"['Comedy', 'Romance']",5,Tamil
4180,58492,The Greatest Movie Ever Sold,2011-04-22,"['Comedy', 'Documentary']",88,English
4181,44562,Ed and His Dead Mother,1993-06-04,['Comedy'],12,English
4182,37232,Travellers and Magicians,2003-09-09,"['Adventure', 'Drama', 'Foreign']",9,English
4183,4929,Hang 'em High,1968-07-31,['Western'],192,English
4184,36334,Deadline - U.S.A.,1952-03-14,"['Crime', 'Drama']",17,English
4185,9783,Sublime,2007-06-15,"['Horror', 'Thriller']",33,English
4186,386826,A Beginner's Guide to Snuff,2016-03-04,"['Thriller', 'Comedy', 'Horror']",0,English
4187,205126,Independence Daysaster,2013-06-27,"['Action', 'Science Fiction']",22,English
4188,98557,Dysfunctional Friends,2012-02-03,"['Comedy', 'Romance']",4,English
4189,104,Lola rennt,1998-08-20,"['Action', 'Drama', 'Thriller']",664,German
4190,10894,May,2002-01-13,"['Drama', 'Horror', 'Thriller', 'Romance']",152,English
4191,246449,Against the Wild,2013-12-29,"['Adventure', 'Family']",19,English
4192,32579,La misma luna,2008-03-20,['Drama'],28,Spanish
4193,1688,Conquest of the Planet of the Apes,1972-06-29,"['Action', 'Science Fiction']",236,English
4194,1999,In the Bedroom,2001-11-23,"['Drama', 'Thriller']",89,English
4195,43947,I Spit on Your Grave,2010-06-17,"['Thriller', 'Crime', 'Horror']",519,English
4196,24066,"Happy, Texas",1999-12-03,"['Comedy', 'Crime']",39,English
4197,9709,My Summer of Love,2004-08-20,"['Drama', 'Thriller', 'Romance']",59,English
4198,191714,Dabba,2013-09-19,"['Drama', 'Romance']",221,Hindi
4199,25312,Yes,2005-08-05,"['Drama', 'Romance']",7,English
4200,34106,You Can't Take It With You,1938-08-23,"['Comedy', 'Romance']",79,English
4201,11426,From Here to Eternity,1953-08-04,"['War', 'Drama', 'Romance']",133,English
4202,13909,She Wore a Yellow Ribbon,1949-10-22,['Western'],61,English
4203,206284,Grace Unplugged,2013-10-04,"['Drama', 'Music']",24,English
4204,27455,Foolish,1999-04-09,"['Comedy', 'Drama']",3,English
4205,66468,N-Secure,2010-10-15,"['Drama', 'Crime', 'Thriller']",4,English
4206,7973,سكر بنات,2007-07-01,"['Drama', 'Comedy', 'Romance']",52,Arabic
4207,283686,Out of the Dark,2014-08-27,"['Thriller', 'Horror']",55,English
4208,15976,Ha-Buah,2006-06-06,"['Drama', 'Romance']",20,Hebrew
4209,592,The Conversation,1974-04-07,"['Crime', 'Drama', 'Mystery']",372,English
4210,74084,दिल जो भी कहे,2006-12-07,['Romance'],0,Hindi
4211,1651,La sirène du Mississipi,1969-06-18,"['Crime', 'Drama', 'Romance']",32,French
4212,25428,I Love Your Work,2003-10-05,"['Drama', 'Mystery']",2,English
4213,298584,Cabin Fever,2016-02-12,['Horror'],111,English
4214,10758,Waitress,2007-05-25,['Comedy'],129,English
4215,11690,Bloodsport,1988-02-26,['Action'],363,English
4216,3083,Mr. Smith Goes to Washington,1939-10-19,"['Comedy', 'Drama']",241,English
4217,9344,Kids,1995-07-28,"['Drama', 'Crime']",279,English
4218,10707,The Squid and the Whale,2005-10-05,"['Comedy', 'Drama']",226,English
4219,15647,Kissing Jessica Stein,2001-04-21,['Comedy'],48,English
4220,308529,Kickboxer: Vengeance,2016-07-14,"['Action', 'Drama']",99,English
4221,4174,Spellbound,1945-12-28,"['Drama', 'Mystery', 'Thriller']",160,English
4222,20156,Exotica,1994-09-24,"['Drama', 'Mystery']",64,English
4223,9464,Buffalo '66,1998-01-20,"['Romance', 'Comedy', 'Crime', 'Drama']",166,English
4224,49018,Insidious,2010-09-13,"['Horror', 'Thriller']",1737,English
4225,13820,Repo Man,1984-02-20,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",144,English
4226,18079,Nueve Reinas,2000-08-31,"['Crime', 'Drama', 'Thriller']",153,Spanish
4227,127918,The Gatekeepers,2012-07-09,['Documentary'],39,English
4228,17113,The Ballad of Jack and Rose,2005-03-25,['Drama'],43,English
4229,129139,The To Do List,2013-07-24,"['Comedy', 'Romance']",342,English
4230,507,Killing Zoe,1993-10-01,"['Action', 'Crime', 'Drama', 'Thriller']",111,English
4231,4012,The Believer,2001-01-19,['Drama'],151,English
4232,14054,Snow Angels,2008-03-07,"['Drama', 'Romance']",48,English
4233,323271,Unsullied,2015-08-28,"['Thriller', 'Action', 'Horror']",1,English
4234,10972,Session 9,2001-08-10,"['Horror', 'Mystery']",251,English
4235,13066,I Want Someone to Eat Cheese With,2006-01-01,"['Comedy', 'Romance']",12,English
4236,66025,Mooz-lum,2011-02-11,['Drama'],3,English
4237,11908,Hatchet,2006-04-27,"['Comedy', 'Horror']",159,English
4238,3082,Modern Times,1936-02-05,"['Drama', 'Comedy']",856,English
4239,39541,Stolen Summer,2002-03-22,"['Drama', 'Family', 'Comedy']",9,English
4240,1961,My Name Is Bruce,2007-10-01,"['Comedy', 'Horror']",107,English
4241,51820,The Salon,2005-01-13,['Comedy'],1,English
4242,291362,Road Hard,2015-03-06,['Comedy'],8,English
4243,30082,Forty Shades of Blue,2005-12-07,"['Drama', 'Romance']",2,English
4244,72913,Amigo,2010-07-14,"['Drama', 'History', 'War']",2,English
4245,23963,Pontypool,2009-03-06,"['Horror', 'Mystery', 'Science Fiction']",183,English
4246,29406,Trucker,2008-04-24,['Drama'],16,English
4247,361505,Me You and Five Bucks,2015-07-07,"['Romance', 'Comedy', 'Drama']",2,English
4248,104755,The Lords of Salem,2012-09-10,"['Horror', 'Thriller']",242,English
4249,253306,Housebound,2014-09-04,"['Horror', 'Comedy', 'Thriller']",358,English
4250,29595,Wal-Mart: The High Cost of Low Price,2005-11-04,['Documentary'],24,English
4251,46729,Fetching Cody,2005-10-01,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']",6,English
4252,294600,Last I Heard,2013-01-01,"['Drama', 'Comedy']",1,English
4253,137347,Closer to the Moon,2013-11-29,"['Comedy', 'Drama']",13,English
4254,290370,Mutant World,2014-09-27,['Science Fiction'],9,English
4255,426469,Growing Up Smith,2017-02-03,"['Comedy', 'Family', 'Drama']",7,English
4256,356841,Checkmate,2015-07-03,"['Thriller', 'Action', 'Crime']",13,English
4257,301325,#Horror,2015-11-20,"['Drama', 'Mystery', 'Horror', 'Thriller']",52,German
4258,347755,Wind Walkers,2016-01-28,"['Action', 'Horror', 'Thriller']",6,English
4259,408,Snow White and the Seven Dwarfs,1937-12-20,"['Fantasy', 'Animation', 'Family']",1914,English
4260,44413,La niña santa,2004-05-06,"['Drama', 'Foreign']",10,Spanish
4261,39209,Shalako,1968-11-06,['Western'],12,English
4262,48463,Incident at Loch Ness,2004-12-17,"['Adventure', 'Comedy', 'Horror']",18,English
4263,394047,The Dog Lover,2016-07-08,['Drama'],6,English
4264,312791,GirlHouse,2014-10-16,"['Horror', 'Thriller']",97,English
4265,266034,La chambre bleue,2014-05-16,"['Drama', 'Crime', 'Thriller']",32,French
4266,280381,House at the End of the Drive,2014-01-11,"['Thriller', 'Horror']",0,English
4267,2661,Batman,1966-07-30,"['Family', 'Adventure', 'Comedy', 'Science Fiction', 'Crime']",203,English
4268,100,"Lock, Stock and Two Smoking Barrels",1998-03-05,"['Comedy', 'Crime']",1648,English
4269,218500,The Ballad of Gregorio Cortez,1983-08-19,['Western'],0,English
4270,309,Festen,1998-05-20,['Drama'],207,Danish
4271,27845,Trees Lounge,1996-10-11,"['Comedy', 'Drama']",51,English
4272,25784,Vượt Sóng,2006-02-22,['Drama'],1,Vietnamese
4273,52790,The Basket,2000-05-05,['Drama'],6,English
4274,100275,Eddie: The Sleepwalking Cannibal,2012-04-22,"['Horror', 'Comedy']",30,English
4275,295914,Kurmanjan Datka. Queen of the Mountains,2014-08-22,"['Drama', 'Action']",0,Kyrgyz
4276,42033,Def-Con 4,1985-03-15,['Science Fiction'],10,English
4277,19187,The Hebrew Hammer,2003-01-01,"['Action', 'Comedy']",18,English
4278,46415,Neal 'n' Nikki,2005-12-09,"['Comedy', 'Romance']",4,English
4279,38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,['Comedy'],34,English
4280,27588,Forget Me Not,2009-10-22,"['Drama', 'Horror', 'Romance']",66,English
4281,223,Rebecca,1940-04-12,"['Drama', 'Mystery']",336,English
4282,9725,Friday the 13th Part 2,1981-05-01,"['Horror', 'Thriller']",315,English
4283,28580,The Lost Weekend,1945-11-25,['Drama'],112,English
4284,23730,C.H.U.D.,1984-08-31,"['Horror', 'Science Fiction']",62,English
4285,84197,Filly Brown,2013-04-19,['Drama'],10,English
4286,46256,The Lion of Judah,2011-06-03,"['Adventure', 'Animation', 'Comedy', 'Family']",2,English
4287,19997,Niagara,1953-01-21,"['Crime', 'Drama', 'Thriller']",79,English
4288,43266,How Green Was My Valley,1941-10-28,['Drama'],72,English
4289,278316,Da Sweet Blood of Jesus,2014-06-22,"['Thriller', 'Comedy', 'Romance']",13,English
4290,1412,"Sex, Lies, and Videotape",1989-08-18,['Drama'],185,English
4291,176,Saw,2004-10-01,"['Horror', 'Mystery', 'Crime']",2184,English
4292,39939,Super Troopers,2001-01-18,"['Comedy', 'Crime', 'Mystery']",362,English
4293,357834,The Algerian,2015-08-07,[],0,English
4294,215924,Los insólitos peces gato,2013-08-10,"['Comedy', 'Drama']",17,Spanish
4295,480,Monsoon Wedding,2001-08-30,"['Comedy', 'Drama', 'Romance']",57,Hindi
4296,14295,You Can Count on Me,2000-11-17,"['Drama', 'Romance']",88,English
4297,11219,The Trouble with Harry,1955-10-03,"['Comedy', 'Mystery', 'Thriller']",149,English
4298,20770,But I'm a Cheerleader,1999-09-12,['Comedy'],101,English
4299,176124,Home Run,2013-04-19,['Drama'],24,English
4300,500,Reservoir Dogs,1992-09-02,"['Crime', 'Thriller']",3697,English
4301,60400,The Blue Bird,1940-01-19,"['Drama', 'Family', 'Fantasy']",8,English
4302,429,"Il buono, il brutto, il cattivo",1966-12-23,['Western'],2311,Italian
4303,310569,Que Horas Ela Volta?,2015-02-08,['Drama'],165,Portuguese
4304,98369,Blue Like Jazz,2012-04-13,"['Drama', 'Comedy']",25,English
4305,114065,Down & Out With The Dolls,2003-03-20,"['Comedy', 'Music']",0,English
4306,89750,"Pink Ribbons, Inc.",2011-09-11,['Documentary'],6,English
4307,49951,Certifiably Jonathan,2007-03-01,['Comedy'],0,English
4308,86331,Q,2011-09-14,"['Drama', 'Romance']",140,French
4309,355629,La Navaja De Don Juan,2013-10-27,"['Drama', 'Comedy']",0,English
4310,16433,Grand Theft Parsons,2003-06-18,"['Crime', 'Comedy', 'Drama', 'Adventure']",11,English
4311,15544,Extreme Movie,2008-12-05,['Comedy'],44,English
4312,43884,The Charge of the Light Brigade,1936-10-20,"['Action', 'Adventure', 'Drama', 'War']",18,English
4313,107315,Below Zero,2011-10-22,"['Thriller', 'Horror']",12,English
4314,137955,Crowsnest,2012-01-01,[],12,English
4315,13064,Airborne,1993-09-17,"['Action', 'Adventure', 'Comedy']",20,English
4316,59917,Cotton Comes to Harlem,1970-05-27,"['Action', 'Adventure']",13,English
4317,157422,The Wicked Within,2015-10-16,['Horror'],26,English
4318,310933,Bleeding Hearts,2013-06-01,['Horror'],1,English
4319,7553,Waiting...,2005-10-07,['Comedy'],237,English
4320,12877,Dead Man's Shoes,2004-09-29,"['Drama', 'Thriller', 'Crime']",151,English
4321,39895,From a Whisper to a Scream,1987-09-25,"['Comedy', 'Horror']",15,English
4322,102840,Sex With Strangers,2002-02-22,['Documentary'],1,English
4323,55616,Dracula: Pages from a Virgin's Diary,2002-02-28,['Horror'],8,English
4324,29697,Faith Like Potatoes,2006-10-27,['Drama'],9,English
4325,50037,Beyond the Black Rainbow,2010-12-03,"['Fantasy', 'Science Fiction', 'Horror']",77,English
4326,94329,Serbuan maut,2011-09-08,"['Action', 'Thriller', 'Crime']",1055,Indonesian
4327,53502,The Dead Undead,2010-05-13,"['Horror', 'Science Fiction', 'Action']",6,English
4328,202604,The Vatican Exorcisms,2013-05-29,"['Horror', 'Documentary', 'Mystery']",11,English
4329,289,Casablanca,1942-11-26,"['Drama', 'Romance']",1422,English
4330,27374,Lake Mungo,2008-06-17,"['Horror', 'Thriller']",90,English
4331,26815,Rocket Singh: Salesman of the Year,2009-12-11,"['Drama', 'Comedy', 'Romance']",27,Hindi
4332,811,Silent Running,1972-03-09,"['Adventure', 'Drama', 'Science Fiction']",177,English
4333,1366,Rocky,1976-11-21,['Drama'],1791,English
4334,244776,The Sleepwalker,2014-01-20,['Drama'],7,English
4335,5769,Tom Jones,1963-10-06,"['Adventure', 'Comedy', 'History', 'Romance']",39,English
4336,277685,Unfriended,2015-04-17,"['Horror', 'Thriller']",1047,English
4337,103,Taxi Driver,1976-02-07,"['Crime', 'Drama']",2535,English
4338,11298,The Howling,1981-04-03,"['Drama', 'Horror']",161,English
4339,646,Dr. No,1962-10-04,"['Adventure', 'Action', 'Thriller']",940,English
4340,93856,Chernobyl Diaries,2012-05-24,"['Horror', 'Thriller']",483,English
4341,9003,Hellraiser,1987-09-11,['Horror'],449,English
4342,347126,God's Not Dead 2,2016-04-01,['Drama'],72,English
4343,10092,Cry_Wolf,2005-09-16,"['Horror', 'Thriller']",126,English
4344,10643,Gojira ni-sen mireniamu,1999-12-11,"['Adventure', 'Horror', 'Action', 'Science Fiction']",43,Japanese
4345,46705,Blue Valentine,2010-12-27,"['Drama', 'Romance']",890,English
4346,546,Transamerica,2005-12-23,['Drama'],144,English
4347,76487,The Devil Inside,2012-01-06,"['Thriller', 'Horror']",262,English
4348,5722,Beyond the Valley of the Dolls,1970-07-17,"['Comedy', 'Drama', 'Thriller']",53,English
4349,39833,Love Me Tender,1956-11-15,"['Drama', 'Action', 'Western', 'Music', 'Romance']",21,English
4350,1781,An Inconvenient Truth,2006-01-24,['Documentary'],251,English
4351,18712,Sands of Iwo Jima,1949-12-14,"['Action', 'Drama', 'History', 'War']",33,English
4352,7944,Shine a Light,2008-02-07,"['Documentary', 'Music']",44,English
4353,171424,The Green Inferno,2014-09-04,"['Action', 'Adventure', 'Horror', 'Thriller']",349,English
4354,361475,Departure,2016-05-20,"['Drama', 'Romance', 'Family']",12,English
4355,113947,The Sessions,2012-05-02,"['Drama', 'Romance', 'Comedy']",179,English
4356,18570,"Food, Inc.",2008-09-07,['Documentary'],217,English
4357,83860,October Baby,2011-10-30,['Drama'],35,English
4358,41469,Next Stop Wonderland,1998-08-21,"['Comedy', 'Drama', 'Romance']",20,English
4359,244772,The Skeleton Twins,2014-01-18,['Drama'],292,English
4360,50837,Martha Marcy May Marlene,2011-10-21,"['Drama', 'Thriller']",277,English
4361,248774,Obvious Child,2014-06-06,"['Comedy', 'Romance']",187,English
4362,10183,Frozen River,2008-08-01,['Drama'],99,English
4363,159014,20 Feet from Stardom,2013-06-14,"['Documentary', 'Music']",85,English
4364,32456,Two Girls and a Guy,1997-09-07,"['Drama', 'Romance']",24,English
4365,49963,Walking and Talking,1996-07-17,"['Comedy', 'Drama', 'Romance']",7,English
4366,13508,Who Killed the Electric Car?,2006-08-04,['Documentary'],59,English
4367,22597,The Broken Hearts Club: A Romantic Comedy,2000-02-01,"['Comedy', 'Drama', 'Romance']",25,English
4368,9707,Bubba Ho-tep,2002-06-09,"['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']",191,English
4369,37532,Slam,1998-10-07,['Drama'],7,English
4370,26791,Brigham City,2001-03-30,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,English
4371,56666,Fiza,2000-09-08,"['Drama', 'Foreign', 'Romance']",7,Hindi
4372,8675,Orgazmo,1997-09-06,['Comedy'],115,English
4373,13132,All the Real Girls,2003-08-01,"['Drama', 'Romance']",30,English
4374,47686,Dream with the Fishes,1997-01-01,['Comedy'],10,English
4375,46989,Blue Car,2002-01-11,['Drama'],13,English
4376,192132,Palo Alto,2014-05-09,['Drama'],348,English
4377,24424,Ajami,2009-09-17,"['Crime', 'Drama']",27,Hebrew
4378,13198,Wristcutters: A Love Story,2006-01-24,"['Comedy', 'Drama', 'Fantasy', 'Romance']",160,English
4379,244267,I Origins,2014-07-18,"['Science Fiction', 'Drama']",1063,English
4380,21413,The Battle of Shaker Heights,2003-08-22,"['Comedy', 'Drama', 'Romance']",17,English
4381,123678,Jagal,2012-08-31,['Documentary'],210,Indonesian
4382,13362,Taxi to the Dark Side,2007-04-30,['Documentary'],53,English
4383,39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006-01-01,['Documentary'],3,English
4384,62402,Guiana 1838,2004-09-24,['Drama'],3,English
4385,206412,Lisa Picard Is Famous,2000-05-14,[],1,English
4386,201132,Antarctica: A Year on Ice,2013-09-05,"['Drama', 'Adventure', 'Documentary']",29,English
4387,251471,A LEGO Brickumentary,2015-07-31,['Documentary'],55,English
4388,112456,Hardflip,2012-06-01,"['Drama', 'Action']",5,English
4389,20296,Chocolate: Deep Dark Secrets,2005-09-16,['Thriller'],6,English
4390,25983,The House of the Devil,2009-04-25,"['Mystery', 'Horror']",197,English
4391,66195,The Perfect Host,2010-07-01,"['Comedy', 'Thriller', 'Crime']",135,English
4392,16155,Safe Men,1998-08-17,"['Comedy', 'Crime']",16,English
4393,46727,Speedway Junky,1999-02-11,"['Romance', 'Drama', 'Crime']",7,English
4394,55180,The Last Big Thing,1998-09-23,"['Comedy', 'Drama']",3,English
4395,29015,The Specials,2000-09-22,"['Action', 'Comedy']",11,English
4396,91122,16 to Life,2009-09-19,"['Comedy', 'Romance']",5,English
4397,18206,Alone With Her,2006-04-28,"['Crime', 'Drama', 'Romance', 'Thriller']",20,English
4398,320146,Creative Control,2016-03-11,"['Drama', 'Science Fiction']",25,English
4399,13856,Special,2006-01-30,"['Drama', 'Fantasy', 'Science Fiction']",32,English
4400,219716,Sparkler,1999-03-19,[],1,English
4401,43630,The Helix... Loaded,2005-01-01,"['Action', 'Comedy', 'Science Fiction']",2,English
4402,56491,In Her Line of Fire,2006-04-21,"['Drama', 'Action', 'Thriller']",9,English
4403,99826,The Jimmy Show,2002-01-16,"['Comedy', 'Drama']",1,English
4404,186935,Heli,2013-08-09,"['Crime', 'Drama']",32,Spanish
4405,357441,Karachi se Lahore,2015-07-31,"['Family', 'Comedy']",1,English
4406,19344,Loving Annabelle,2006-03-08,"['Drama', 'Romance']",55,English
4407,242083,Hits,2014-01-21,"['Drama', 'Comedy']",23,English
4408,18869,Jimmy and Judy,2006-01-01,"['Action', 'Crime', 'Drama', 'Thriller']",8,English
4409,26673,Frat Party,2009-01-01,"['Comedy', 'Romance']",4,English
4410,41830,The Party's Over,1965-04-22,['Drama'],6,English
4411,37694,Proud,2004-07-02,['Drama'],3,English
4412,63287,The Poker House,2008-06-20,['Drama'],47,English
4413,335874,Childless,2015-04-03,[],2,English
4414,34592,ZMD: Zombies of Mass Destruction,2009-01-01,['Horror'],31,English
4415,92635,Snow White: A Deadly Summer,2012-03-16,"['Horror', 'Thriller']",11,English
4416,258755,A escondidas,2014-10-03,"['Romance', 'Drama']",26,Spanish
4417,96534,My Last Day Without You,2011-06-11,"['Comedy', 'Drama', 'Romance']",3,German
4418,21283,Steppin: The Movie,2009-05-19,"['Comedy', 'Romance']",4,English
4419,272724,Doc Holliday's Revenge,2014-06-01,['Western'],3,English
4420,84178,Black Rock,2012-01-21,"['Thriller', 'Horror']",78,English
4421,101179,Truth or Dare,2012-08-05,"['Horror', 'Thriller', 'Mystery']",117,English
4422,52462,The Pet,2006-05-17,"['Drama', 'Thriller']",3,English
4423,269057,Bang Bang Baby,2014-09-08,"['Science Fiction', 'Drama', 'Music']",8,English
4424,287524,Fear Clinic,2014-10-31,['Horror'],42,English
4425,206213,Zombie Hunter,2013-07-25,"['Comedy', 'Action', 'Science Fiction', 'Thriller']",34,English
4426,248402,A Fine Step,2014-04-16,['Drama'],7,English
4427,29146,Charly,1968-09-23,"['Drama', 'Romance', 'Science Fiction']",28,English
4428,207769,Banshee Chapter,2013-08-26,"['Horror', 'Thriller']",92,English
4429,271185,Ask Me Anything,2014-04-19,"['Drama', 'Mystery', 'Thriller']",155,English
4430,29731,And Then Came Love,2007-01-01,"['Comedy', 'Romance']",1,English
4431,292539,Food Chains,2014-04-26,['Documentary'],8,German
4432,654,On the Waterfront,1954-06-22,"['Crime', 'Drama']",357,English
4433,91070,L!fe Happens,2011-06-18,['Comedy'],66,English
4434,2009,"4 luni, 3 săptămîni și 2 zile",2007-08-24,['Drama'],156,Romanian
4435,323270,The Horror Network Vol. 1,2015-10-27,['Horror'],2,English
4436,2652,Hard Candy,2005-01-14,"['Drama', 'Thriller']",701,English
4437,9813,The Quiet,2005-09-12,"['Drama', 'Thriller']",73,English
4438,60421,Circumstance,2011-08-26,['Drama'],23,Persian
4439,157354,Fruitvale Station,2013-07-25,['Drama'],390,English
4440,127867,The Brass Teapot,2012-09-08,"['Comedy', 'Fantasy', 'Thriller']",160,English
4441,3170,Bambi,1942-08-14,"['Animation', 'Drama', 'Family']",1405,English
4442,14014,The Hammer,2007-04-01,['Comedy'],15,English
4443,15708,Latter Days,2003-07-10,"['Drama', 'Comedy', 'Romance']",56,English
4444,146882,Le bonheur d'Elza,2011-04-11,['Drama'],0,French
4445,215918,1982,2013-12-31,['Drama'],1,English
4446,84200,"For a Good Time, Call...",2012-08-31,['Comedy'],110,English
4447,84184,Celeste & Jesse Forever,2012-08-03,"['Comedy', 'Drama', 'Romance']",163,English
4448,45767,Time Changer,2002-10-25,"['Comedy', 'Drama', 'Family', 'Science Fiction']",9,English
4449,14823,London to Brighton,2006-12-01,"['Crime', 'Drama', 'Thriller']",34,English
4450,367551,American Hero,2015-12-11,"['Action', 'Comedy', 'Science Fiction']",62,English
4451,343409,Windsor Drive,2015-06-26,"['Thriller', 'Mystery']",1,English
4452,60243,جدایی نادر از سیمین,2011-03-15,['Drama'],469,Persian
4453,57294,Crying with Laughter,2009-06-01,"['Comedy', 'Drama', 'Thriller']",1,English
4454,11446,Welcome to the Dollhouse,1995-05-24,"['Comedy', 'Drama']",103,English
4455,47889,Ruby in Paradise,1993-10-08,"['Drama', 'Romance']",10,English
4456,25461,Raising Victor Vargas,2002-05-16,"['Drama', 'Romance']",13,English
4457,905,Die Büchse der Pandora,1929-01-30,"['Drama', 'Thriller', 'Romance']",45,German
4458,279759,Harrison Montgomery,2008-01-01,[],0,English
4459,78705,Cama adentro,2004-09-21,"['Drama', 'Foreign']",3,English
4460,25212,Deterrence,2000-03-10,"['Action', 'Drama', 'Mystery', 'Thriller']",7,English
4461,26899,The Mudge Boy,2003-01-17,['Drama'],23,English
4462,146269,The Young Unknowns,2000-03-12,['Drama'],0,English
4463,292483,Not Cool,2014-09-23,['Comedy'],25,English
4464,14451,Død snø,2009-01-09,"['Horror', 'Comedy']",311,Norwegian
4465,10105,Saints and Soldiers,2003-09-11,"['Action', 'Adventure', 'Drama', 'History', 'War']",98,English
4466,211557,Vessel,2012-10-28,"['Horror', 'Science Fiction']",8,English
4467,838,American Graffiti,1973-08-01,"['Comedy', 'Drama']",324,English
4468,40862,Iraq for Sale: The War Profiteers,2006-01-01,['Documentary'],6,English
4469,13158,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007-04-13,"['Animation', 'Comedy']",35,English
4470,84332,Safety Not Guaranteed,2012-06-08,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",556,English
4471,74510,Kevin Hart: Laugh at My Pain,2011-09-09,"['Comedy', 'Documentary']",43,English
4472,74725,Kill List,2011-09-02,"['Horror', 'Thriller', 'Crime']",210,English
4473,58428,The Innkeepers,2011-12-01,"['Horror', 'Thriller']",219,English
4474,8416,Il conformista,1970-10-21,['Drama'],127,Italian
4475,36584,Interview with the Assassin,2002-05-09,"['Drama', 'Thriller']",5,English
4476,13429,Donkey Punch,2008-07-18,"['Horror', 'Drama', 'Thriller', 'Crime']",52,English
4477,9022,All the Boys Love Mandy Lane,2008-02-15,"['Horror', 'Mystery', 'Thriller']",209,English
4478,22530,Bled,2008-01-01,['Horror'],4,English
4479,288,High Noon,1952-03-27,['Western'],334,English
4480,14275,Hoop Dreams,1994-09-12,['Documentary'],87,English
4481,2287,Rize,2005-01-15,['Documentary'],13,English
4482,18734,L.I.E. Long Island Expressway,2001-01-20,['Drama'],31,English
4483,206197,The Sisterhood of Night,2015-04-10,"['Mystery', 'Drama', 'Thriller']",31,English
4484,26837,B-Girl,2009-07-29,"['Crime', 'Drama', 'Music']",7,English
4485,7859,Half Nelson,2006-08-11,['Drama'],240,English
4486,302579,Naturally Native,1999-10-08,['Drama'],0,English
4487,51955,Hav Plenty,1997-09-11,"['Action', 'Comedy', 'Romance', 'Science Fiction', 'Thriller']",0,English
